"rank","name","key","vendor","installs","downloads","reviews","stars","last_modified","release_date","cloud_version_found","min_annual_price_usd","price_500_users_usd","price_2000_users_usd","tagline","marketplace_url","seller_status","paid_customers","revenue","asking_price","transfer_interest"
"1","Switch User (SU) for Jira","com.dolby.atlassian.jira.jirasu","The Plugin People","491","45674","26","4.9038463","2026-07-03T15:20:42.582Z","2026-07-03","false","50","600","1250","Be the user you seek","https://marketplace.atlassian.com/apps/5043/switch-user-su-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"2","Power Database Fields","com.keplerrominfo.jira.plugins.databasecf","Appfire","445","65248","59","4.4915257","2026-05-12T12:49:04.583Z","2026-05-12","false","350","4750","8600","Import and display data from any database in dynamic custom fields inside Jira","https://marketplace.atlassian.com/apps/630415/power-database-fields?tab=overview","unknown","unknown","unknown","unknown","unknown"
"3","Great Gadgets for Jira DC (Agile Charts Reports KPIs)","com.stonikbyte.great.gadgets.server","StonikByte","412","25889","15","4.9166665","2026-07-03T13:28:52.611Z","2026-07-03","false","550","2100","3700","Dashboard gadgets for Scrum, Kanban, Release & ITSM: burndown/burnup, velocity, cycle time/SLA, pivot table, forecast, CFD & more","https://marketplace.atlassian.com/apps/1218777/great-gadgets-for-jira-dc-agile-charts-reports-kpis?tab=overview","unknown","unknown","unknown","unknown","unknown"
"4","Notifications in Jira (Desktop and Icon Alerts)","com.infosysta.jira.in-app-and-desktop-notifications-for-jira","Infosysta Apps","411","22895","18","4.0277777","2026-07-10T11:04:26.124Z","2026-07-10","false","200","1000","1400","There's no more need for email notifications. You can now view, approve and comment on issues straight from your Jira notification","https://marketplace.atlassian.com/apps/1217434/notifications-in-jira-desktop-and-icon-alerts?tab=overview","unknown","unknown","unknown","unknown","unknown"
"5","Structure.Pages by Tempo - Add Confluence Pages to Structure","com.almworks.structure.pages","Tempo Software","400","24240","3","5","2026-01-26T11:12:39.865Z","2026-01-22","false","428","2101","3190","Bridge the Gap Between Requirements Management in Confluence Cloud and Task Execution in Jira","https://marketplace.atlassian.com/apps/1215242/structure-pages-by-tempo-add-confluence-pages-to-structure?tab=overview","unknown","unknown","unknown","unknown","unknown"
"6","Q Collapse for Jira Service Management","at.celix.jira.plugins.servicedesk-queue-collapse","celix Solutions GmbH","396","16020","21","4.285714","2025-12-11T11:50:53.351Z","2025-09-25","false","450","1500","3000","Multi-level Queue Structures for a better overview","https://marketplace.atlassian.com/apps/1214767/q-collapse-for-jira-service-management?tab=overview","unknown","unknown","unknown","unknown","unknown"
"7","Prometheus Exporter PRO for Jira","ru.andreymarkelov.atlas.plugins.prom-jira-exporter","Appfire","392","25814","11","4.7727275","2026-04-06T13:19:54.365Z","2026-04-06","false","475","3900","5500","Get your Jira metrics to Prometheus and analyze your instance health in real time","https://marketplace.atlassian.com/apps/1217960/prometheus-exporter-pro-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"8","Search Linked Issues","org.craftforge.jira.craftforge-jql-functions-plugin","Addonrock Sp. z o.o.","379","41810","33","3.7878788","2025-12-11T10:59:26.306Z","2025-10-03","false","330","2200","4950","JQL functions for issue link searching including parent, subtask, epic links; advanced link visualization with new custom fields","https://marketplace.atlassian.com/apps/31601/search-linked-issues?tab=overview","unknown","unknown","unknown","unknown","unknown"
"9","API Token Authentication for Jira expand connection security","de.resolution.apitokenauth.jira","resolution Reichert Network Solutions GmbH","375","36599","12","5","2026-07-02T17:45:58.988Z","2026-06-15","false","100","650","1215","Increase security for Jira REST API data connections from external services with API Tokens instead of username & passwords","https://marketplace.atlassian.com/apps/1221586/api-token-authentication-for-jira-expand-connection-security?tab=overview","unknown","unknown","unknown","unknown","unknown"
"10","mO 2FA for Jira (Two Factor Authentication)","com.miniorange.twofactor.jira-twofactor","miniOrange","369","19744","55","4.9545455","2026-06-25T10:05:36.941Z","2026-06-25","false","1200","3000","4800","Jira 2FA for Data Center: Secure login with Jira Two Factor Authentication (2FA/MFA)- Google Authenticator (TOTP), Hardware Token","https://marketplace.atlassian.com/apps/1221260/mo-2fa-for-jira-two-factor-authentication?tab=overview","unknown","unknown","unknown","unknown","unknown"
"11","Table Grid Editor [Legacy Version]","com.idalko.jira.plugins.igrid","Exalate: Integrations for Jira, Azure DevOps, Zendesk, Salesforce, GitHub, ServiceNow, ...","363","52399","64","4.5117188","2026-07-06T08:03:07.130Z","2026-07-06","false","805","4025","5175","Combine the strengths of Jira with the structure of tables","https://marketplace.atlassian.com/apps/1110050/table-grid-editor-legacy-version?tab=overview","unknown","unknown","unknown","unknown","unknown"
"12","Rich Filters::Service Management Dashboards","com.qotilabs.jira.rich-filters-service-desk-dashboards","Appfire","341","9677","2","5","2026-07-02T17:41:18.602Z","2026-06-30","false","75","625","900","Smart SLA tracking & Service Management metrics with interactive dashboard gadgets & reports","https://marketplace.atlassian.com/apps/1218675/rich-filters-service-management-dashboards?tab=overview","unknown","unknown","unknown","unknown","unknown"
"13","JQL Booster Pack","com.nolddor.jql-booster-pack","Sweet Bananas","335","13230","17","5","2026-01-14T19:24:41.105Z","2026-01-14","false","400","1500","3000","Create sophisticated queries and enhance your searching experience with brand new JQL functions","https://marketplace.atlassian.com/apps/1218367/jql-booster-pack?tab=overview","unknown","unknown","unknown","unknown","unknown"
"14","Telegram Connector for Jira","net.gsolution.plugins.jira-telegram-connector","Globo Solutions","325","9251","0","0","2026-07-13T06:37:32.755Z","2026-03-18","false","150","1000","2200","Send automated notifications from Jira to Telegram","https://marketplace.atlassian.com/apps/1222799/telegram-connector-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"15","Collapsible Dashboard Sidebar","com.qotilabs.jira.collapsible-dashboard-sidebar-addon","Appfire","317","10387","15","5","2026-07-02T17:41:17.244Z","2026-05-28","false","25","150","300","Gain more screen real estate! Use the entire screen to display your dashboards","https://marketplace.atlassian.com/apps/1215141/collapsible-dashboard-sidebar?tab=overview","unknown","unknown","unknown","unknown","unknown"
"16","Rich Filters::Time Tracking Dashboards","com.qotilabs.jira.rich-filters-time-tracking-dashboards","Appfire","317","10074","6","4.1666665","2026-07-08T10:40:50.029Z","2026-07-08","false","75","625","900","Increase productivity with interactive dashboards & reports for timesheets & work logs","https://marketplace.atlassian.com/apps/1219709/rich-filters-time-tracking-dashboards?tab=overview","unknown","unknown","unknown","unknown","unknown"
"17","Dataplane Reports for Jira","com.arsenalesystems.dataplane","Appfire","303","50131","56","4.53125","2026-06-30T13:12:53.236Z","2026-06-30","false","2150","11150","16700","Powerful, Intuitive Jira Reports for Enterprise Teams","https://marketplace.atlassian.com/apps/1211156/dataplane-reports-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"18","Translation for Jira Service Management","com.intenso.jira.plugins.translation.jsd-translation","Deviniti","290","24398","24","4.53125","2025-12-11T11:02:12.310Z","2025-09-26","false","317","1584","3168","The ultimate tool for multilingual customer support in Jira Service Management","https://marketplace.atlassian.com/apps/1213698/translation-for-jira-service-management?tab=overview","unknown","unknown","unknown","unknown","unknown"
"19","Status Color for Jira","org.hakanai.jira.plugins.jirastatuscolor","Brightsoft Apps","282","13833","25","4.45","2026-02-17T07:48:28.856Z","2026-02-16","false","1000","3500","6000","Make issue status instantly visible and accessible with color-coded clarity across all Jira views","https://marketplace.atlassian.com/apps/15237/status-color-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"20","Release Management: Workflows, Calendar & Roadmaps - DC","release-management","Release Management","273","29363","19","4.5394735","2026-07-08T13:35:03.960Z","2026-07-08","false","900","5400","10063","🏅 Structure your portfolio of cross-project releases, automate workflows, plan on roadmap, integrate DevOps - all in one solution","https://marketplace.atlassian.com/apps/1218705/release-management-workflows-calendar-roadmaps-dc?tab=overview","unknown","unknown","unknown","unknown","unknown"
"21","Natural Searchers for Jira","sk.eea.jira.natural-searchers","BOOTIQ SK, part of BiQ Group","273","14082","8","4.53125","2026-02-05T15:14:45.157Z","2025-11-02","false","100","230","750","Natural ordering and statistical values for text fields","https://marketplace.atlassian.com/apps/1210967/natural-searchers-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"22","Colors for Jira by Tempo - JQL-Based Highlighting in Jira","com.almworks.jira.colors.colors-plugin","Tempo Software","265","13702","7","4.642857","2025-12-11T10:58:27.092Z","2025-11-10","false","244","812","1481","JQL-based color highlighting for enhanced issue navigation in Jira","https://marketplace.atlassian.com/apps/1213958/colors-for-jira-by-tempo-jql-based-highlighting-in-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"23","Subcomponents for Jira","net.brokenbuild.subcomponents","Broken Build","239","29030","24","3.5416667","2026-06-30T14:59:36.261Z","2026-06-30","false","300","1600","2900","Extend projects with Subcomponents, Component Versions, Packages, Component and Version custom properties","https://marketplace.atlassian.com/apps/1211548/subcomponents-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"24","Epic Roadmap for Jira (Project Timeline for Data Center)","biz.everit.jira.epic-roadmap","EverIT by catworkx","233","38111","10","4.625","2026-05-13T11:20:35.064Z","2026-02-18","false","363","1634","2723","Create and manage roadmap timelines for each board in your Jira","https://marketplace.atlassian.com/apps/1220785/epic-roadmap-for-jira-project-timeline-for-data-center?tab=overview","unknown","unknown","unknown","unknown","unknown"
"25","Balsamiq Wireframes for Jira Data Center","com.balsamiq.jira.plugins.mockups","Balsamiq","228","49422","30","4.0416665","2026-07-02T17:33:36.594Z","2026-06-15","false","100","1000","4000","Add wireframes to Jira issues to clarify specs, reduce rework, and help teams build the right thing","https://marketplace.atlassian.com/apps/5161/balsamiq-wireframes-for-jira-data-center?tab=overview","unknown","unknown","unknown","unknown","unknown"
"26","TestFLO - Test Management for Jira","com.intenso.jira.plugins.suiTest","Deviniti","225","36648","46","4.2391305","2026-06-30T13:30:46.765Z","2026-06-30","false","1542","12334","20557","The most flexible testing tool that adapts to restrictive environments. Handle requirements, execute tests, and track progress","https://marketplace.atlassian.com/apps/1211393/testflo-test-management-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"27","Agile Filters for Jira (Quick Filters by Users on Boards)","ru.teamlead.jira.plugins.agile-filters-for-jira","Teamlead","219","10207","18","4.513889","2025-12-11T11:59:03.236Z","2025-12-01","false","385","1600","2600","No more mundane tasks on user requests for Jira admins to create quick rich filters on JQL query","https://marketplace.atlassian.com/apps/1218186/agile-filters-for-jira-quick-filters-by-users-on-boards?tab=overview","unknown","unknown","unknown","unknown","unknown"
"28","Workflow Essentials for Jira","de.codecentric.jira.wes","codecentric AG","215","22956","17","5","2026-02-18T07:51:00.872Z","2026-01-30","false","150","1300","2500","Make your work flow → New Validators, Conditions and Post Functions for great workflows","https://marketplace.atlassian.com/apps/1214892/workflow-essentials-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"29","Project Properties for Jira","com.tse.jira.projectproperties.plugin.jira-project-properties-plugin","ILA eSolution","196","9860","12","4.1666665","2026-01-12T06:06:36.493Z","2026-01-12","false","50","500","1500","Manage or centralize the project properties or related metadata in property fields for tracking and automation","https://marketplace.atlassian.com/apps/1217709/project-properties-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"30","API Tokens for Jira","com.wombatscorp.jira-tokens","Wombats Corp","191","9957","20","4.625","2026-04-27T17:54:13.325Z","2026-04-27","false","80","520","970","Use secure API tokens for Jira REST API access instead of passwords to protect your credentials and simplify integrations","https://marketplace.atlassian.com/apps/1221182/api-tokens-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"31","CCC Last Comment","com.capitalcityconsultants.jira.plugins.customfields.ccc-lastcomment","Capital City Consultants","174","31604","31","4.193548","2026-03-22T05:21:59.910Z","2026-03-22","false","500","850","1500","Displays part or all of an issue's most recent comment in Issue Navigator or Confluence + export w/o HTML tags","https://marketplace.atlassian.com/apps/15064/ccc-last-comment?tab=overview","unknown","unknown","unknown","unknown","unknown"
"32","Extender for Jira","com.itlab.jira.plugins.extender","it.Lab","172","27620","23","4.945652","2026-06-19T09:31:10.119Z","2026-06-19","false","350","1790","3590","A comprehensive, efficient, user-friendly, and effective suite of tools designed to enhance the productivity of all users","https://marketplace.atlassian.com/apps/1217643/extender-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"33","Approvals – Advanced Issue Acceptance","com.intenso.jira.plugins.jira-approvals","Deviniti","168","10242","15","3.0833333","2025-12-11T11:45:11.681Z","2025-10-16","false","413","1650","4950","Enforce review in your workflow by requiring a selected number of approvals to execute issue transitions","https://marketplace.atlassian.com/apps/1215680/approvals-advanced-issue-acceptance?tab=overview","unknown","unknown","unknown","unknown","unknown"
"34","GitLab Connector for Jira","com.allenta.jira.plugins.gitlab.gitlab-listener","votazz","167","15431","11","4.090909","2026-06-29T12:02:56.145Z","2026-06-29","false","2500","5000","5000","GitLab Connector allows integration of commits pushed to GitLab inside Jira issues, using project web hooks","https://marketplace.atlassian.com/apps/1212989/gitlab-connector-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"35","Manage Inactive Users for Jira","com.tse.jira.deactivateusers.plugin.jira-deactivate-users-plugin","ILA eSolution","156","9720","14","5","2026-01-12T04:27:37.497Z","2026-01-12","false","50","500","2000","Clean up / Save Licenses for Inactive users & Deactivate / remove security groups for users who left company with users reports","https://marketplace.atlassian.com/apps/1219207/manage-inactive-users-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"36","Attachment Checker for Jira","com.akelesconsulting.jira.plugins.AttachmentChecker","Akeles Consulting","155","24406","14","4.821429","2026-06-30T08:57:05.217Z","2026-06-30","false","250","1625","2475","Protect your Jira against unauthorised file attachments","https://marketplace.atlassian.com/apps/1211257/attachment-checker-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"37","Auditor for Jira","com.plugenta.jiraauditor","Enhancera, LLC","155","18848","8","4.0625","2026-03-26T03:01:12.023Z","2026-03-26","false","600","1200","2400","Track ALL your admin activity, not just what built-in log supports","https://marketplace.atlassian.com/apps/43203/auditor-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"38","New Status Colors PRO for Jira","mraddon.newstatuscolorspro.newstatuscolorspro","Sngular","154","9302","4","3.75","2026-07-02T17:50:56.693Z","2025-10-09","false","500","3000","6000","Streamline workflows, enhance task prioritization, and improve issue tracking efficiency with color-coded visual management","https://marketplace.atlassian.com/apps/1216070/new-status-colors-pro-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"39","Ultimate Customizer for Jira Service Management","com.prontop.service-desk-landingpage","aety aps","150","14968","11","3.8636363","2026-06-30T09:16:40.791Z","2026-06-30","false","1499","3865","5720","Make your Service Desk even better! Customize your Service Desk to improve costumer experience and meet service requirements","https://marketplace.atlassian.com/apps/1216144/ultimate-customizer-for-jira-service-management?tab=overview","unknown","unknown","unknown","unknown","unknown"
"40","GoEdit - Direct Attachment Edit for Jira","de.kontextwork.goedit.jira","KontextWork","146","16377","21","5","2026-04-08T08:49:57.635Z","2026-04-08","false","275","1250","2000","Simply edit attachments in Jira with one-click, using Word, PowerPoint, Excel, Visio, Project, Photoshop, MindManager etc","https://marketplace.atlassian.com/apps/1214263/goedit-direct-attachment-edit-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"41","EasySSO for Jira (Kerberos/NTLM/HTTP headers/SAML SSO)","org.techtime.jira.plugins.easysso","TechTime Initiative Group Limited","144","25210","37","4.9324327","2026-07-02T17:53:09.626Z","2026-03-09","false","2000","2750","4000","5-in-1 Single Sign-On solution for Jira with Kerberos, NTLM, SAML, X.509 and HTTP headers. We give you more choice","https://marketplace.atlassian.com/apps/1212581/easysso-for-jira-kerberos-ntlm-http-headers-saml-sso?tab=overview","unknown","unknown","unknown","unknown","unknown"
"42","Project Specific Select Field","jira.plugin.projectspecificselectfield.jpssf","Holger Schimanski","143","13920","7","5","2025-12-11T11:46:21.929Z","2025-10-18","false","60","350","500","Single and multi select fields with option values managed by project admins","https://marketplace.atlassian.com/apps/1211398/project-specific-select-field?tab=overview","unknown","unknown","unknown","unknown","unknown"
"43","Download Attachments","pl.craftware.jira.download-attachments-plugin","Addonrock Sp. z o.o.","143","10807","4","3.75","2025-12-11T12:03:10.169Z","2025-10-02","false","135","900","2000","Download all attachments at once from all issues in search results. Save them as a zip file on a hard drive sorted by issue keys","https://marketplace.atlassian.com/apps/1211093/download-attachments?tab=overview","unknown","unknown","unknown","unknown","unknown"
"44","Slack Connector for Jira by Jsoft","com.jsoft.jira.plugins.jira-slack","J Soft","139","32495","30","3.75","2026-04-15T15:07:21.089Z","2026-04-15","false","50","500","2000","Slack , Slack Jira Server, Slack Connector","https://marketplace.atlassian.com/apps/1215378/slack-connector-for-jira-by-jsoft?tab=overview","unknown","unknown","unknown","unknown","unknown"
"45","TimeWise-Timesheets with Plan and WorkLog for Jira","com.shdsd.plugin.DSFineTimesheet","DragonSoft","137","10638","11","5","2026-04-24T03:00:59.073Z","2026-04-24","false","2000","8000","16000","Simple plan & worklog, easy cost & time tracking, powerful report, make time and cost management easier for your project and team","https://marketplace.atlassian.com/apps/1221373/timewise-timesheets-with-plan-and-worklog-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"46","Update on Transition for Jira","org.swift.jira.cw","Appfire","137","25724","7","4.642857","2026-07-02T17:53:03.046Z","2026-06-01","false","300","3175","6800","Automatically update field values and validate transitions for existing Jira issues within your workflow — no coding required","https://marketplace.atlassian.com/apps/1211537/update-on-transition-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"47","Sub-tasks Manager for Jira","info.renjithv.jira.plugins.bulkmove.bulkmove-subtasks-jira-plugin","votazz","135","16781","11","3.8636363","2026-03-24T09:27:16.116Z","2026-02-27","false","3000","6500","7000","Need to Bulk Move, Copy, or Delete Subtasks? Subtask management made simple with single or bulk subtask editing capabilities","https://marketplace.atlassian.com/apps/1211240/sub-tasks-manager-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"48","Gadget Utilities for Jira","com.eis.jira.plugins.gadget.gadgetUtilitiesForJIRA.gadgetUtilitiesForJIRA","Eisonesoft","131","10818","11","4.7727275","2026-05-29T09:26:53.462Z","2026-05-29","false","500","3400","4500","Utilities, reports: Gantt, Worklog, SLA and Number Customfield Reports. Export Dashboard PDF, User Admin and Issues Reindex Gadget","https://marketplace.atlassian.com/apps/1216377/gadget-utilities-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"49","Kanban Combined WIP for Jira","com.rauliki.kanbancombinedWIP.KanbanCombinedWIP","Sngular","129","12561","16","4.21875","2026-07-02T17:41:27.845Z","2025-10-09","false","500","3000","6000","Master advanced Kanban task management without breaking a sweat—customize and create a board that works best for your team","https://marketplace.atlassian.com/apps/1214222/kanban-combined-wip-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"50","Custom Field Toolbox for Jira","systems.npe.jira.cfu","Rocktronic","129","9937","5","4.25","2026-05-29T10:29:19.616Z","2026-05-29","false","200","800","1400","Improve the performance and simplify maintenance of your Jira instance by optimizing custom fields","https://marketplace.atlassian.com/apps/1216607/custom-field-toolbox-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"51","Risk Management for Jira","com.ja.jira.plugin.report.riskmanagement","jPlugs","129","19088","5","4","2025-12-11T11:19:13.190Z","2025-09-15","false","400","1200","1600","Track, control and communicate your project risks","https://marketplace.atlassian.com/apps/5245/risk-management-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"52","Scrum Poker for Jira","de.codescape.jira.plugins.scrum-poker","codescape - Stefan Glase","128","26343","10","4.875","2025-12-16T10:40:26.290Z","2025-12-12","false","500","1625","2750","Scrum Poker for Jira brings collaborative estimates to agile teams","https://marketplace.atlassian.com/apps/1218884/scrum-poker-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"53","Issue Picker Custom Field Type for Jira","es.excentia.jira.plugins.jira-issue-picker-custom-field-type-plugin","excentia","128","7939","7","3.5714285","2026-06-08T17:36:49.519Z","2026-06-08","false","100","600","1600","A new custom field type to create fields to search and link multiple issues to the field","https://marketplace.atlassian.com/apps/1214561/issue-picker-custom-field-type-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"54","Run CLI Actions in Jira","org.swift.jira.acli","Appfire","127","44752","7","3.75","2026-05-19T10:51:49.938Z","2026-05-19","false","350","3600","8000","Execute powerful CLI automation — right within Jira","https://marketplace.atlassian.com/apps/1210941/run-cli-actions-in-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"55","Structure.Deliver by Tempo - Agile Project Forecasting","com.almworks.structure.deliver","Tempo Software","122","4886","0","0","2026-06-05T11:54:10.054Z","2026-06-05","false","745","3655","5546","Know your capabilities. Plan effectively. Deliver results! Reliable project forecasting for Agile teams","https://marketplace.atlassian.com/apps/1224682/structure-deliver-by-tempo-agile-project-forecasting?tab=overview","unknown","unknown","unknown","unknown","unknown"
"56","HelpDesk for Jira (Customer Portal & SLA & OLA)","helpdesk.helpdesk-for-jira","Teamlead","120","21322","17","4.852941","2025-12-11T11:44:29.901Z","2025-11-27","false","520","910","2600","HelpDesk: free unlimited customers, core & software users as agents, customer portal, SLA, comment templates and much more","https://marketplace.atlassian.com/apps/1212224/helpdesk-for-jira-customer-portal-sla-ola?tab=overview","unknown","unknown","unknown","unknown","unknown"
"57","Advanced Password Policy for Jira","com.intenso.jira.plugins.password-policy","Deviniti","120","15079","12","4.8958335","2026-03-11T16:27:48.427Z","2026-03-11","false","634","1584","7920","Enrich Jira Password Policy with customizable security settings for ultimate protection tailored to your needs","https://marketplace.atlassian.com/apps/1211254/advanced-password-policy-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"58","Doublecheck for Jira Service Management","com.accxia.sd.plugins.tailor.tailorman-sd-confirm","Accxia-US","107","9608","10","4.875","2026-01-29T22:51:44.504Z","2026-01-29","false","750","3770","8000","“Keep Your Internal Comments Internal” - Confirming whether you want to send your comment to a customer","https://marketplace.atlassian.com/apps/1217337/doublecheck-for-jira-service-management?tab=overview","unknown","unknown","unknown","unknown","unknown"
"59","Filter & Dashboard Manager for Jira","com.dortiz.jira.plugin.shared.SharedManager","votazz","104","9291","13","4.8076925","2026-05-21T09:03:45.733Z","2026-05-21","false","2500","4500","4500","Manage all filters & dashboards in one place. Bulk change filter owners with a click. See filter & dashboard relations on 1 screen","https://marketplace.atlassian.com/apps/1216249/filter-dashboard-manager-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"60","Field Templates for Jira","net.gcore.plugins.fieldtemplates","Globo Solutions","102","8905","2","5","2026-02-10T10:30:53.736Z","2026-02-10","false","300","2000","5000","Allows to create own text templates and paste them with just one click","https://marketplace.atlassian.com/apps/1219597/field-templates-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"61","Mail Template Editor for Jira","info.renjithv.jira.plugins.emaileditor.emaileditor-jira-plugin","Rocktronic","102","12091","17","2.6470587","2026-01-21T08:27:33.917Z","2025-03-06","false","200","800","1100","Customize Jira outgoing email templates","https://marketplace.atlassian.com/apps/1211404/mail-template-editor-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"62","WeCom (WeChat Work) for Jira","com.shdsd.plugin.weChat-jira","DragonSoft","101","6262","8","5","2025-12-26T06:00:57.057Z","2025-12-26","false","1000","3000","5000","A mobile terminal plug-in that binds WeCom (WeChat Work) users with JIRA users through configuration information","https://marketplace.atlassian.com/apps/1224458/wecom-wechat-work-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"63","Mail Queue Monitor for Jira","net.gisnas.jira.mailqueue","Rocktronic","101","6678","6","4.7916665","2026-01-20T16:06:28.780Z","2026-01-20","false","200","800","1400","Outgoing mail dashboard with advanced queue item data. REST API for queue monitoring using external tools","https://marketplace.atlassian.com/apps/1214195/mail-queue-monitor-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"64","Help (a.k.a. Conditions Validator)","com.intenso.jira.plugins.condval.intenso-conditions-validator","Deviniti","98","16259","11","5","2026-04-16T11:12:34.558Z","2026-04-16","false","594","1980","3960","Guide users through your workflow with a variety of hints for optimal clarity and user experience","https://marketplace.atlassian.com/apps/39261/help-a-k-a-conditions-validator?tab=overview","unknown","unknown","unknown","unknown","unknown"
"65","Vacation Manager for Jira","pl.com.tt.apdc.vacation-manager","Transition Technologies PSC","96","11398","11","4.090909","2026-03-26T09:44:45.919Z","2026-03-26","false","657","3604","4876","Vacation Manager for Jira makes submitting holidays requests as easy as creating simple tasks","https://marketplace.atlassian.com/apps/1216410/vacation-manager-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"66","IssueLayout - Change the issue design","net.veniture.jira.vIssueLayout","DC Factory","93","8584","8","4.6875","2026-03-20T19:27:57.009Z","2026-03-20","false","4100","12400","31600","Unlimited possibilities to customise the layout of your issues","https://marketplace.atlassian.com/apps/1221618/issuelayout-change-the-issue-design?tab=overview","unknown","unknown","unknown","unknown","unknown"
"67","Multiple Subtasks for Jira","de.codescape.jira.plugins.multiple-subtasks","codescape - Stefan Glase","93","4194","1","5","2026-04-04T11:00:41.386Z","2026-04-04","false","240","420","1200","Subtasks creation and management made easy and comfortable","https://marketplace.atlassian.com/apps/1229293/multiple-subtasks-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"68","Release Manager - Intuitive Release Management for Jira","com.abdhiware.releasedog","votazz","92","9918","12","3.8541667","2026-02-12T10:24:56.392Z","2026-02-11","false","1500","2000","2000","Simplified release management across multiple project versions in Jira without coordination & conflict headaches - w/calendar view","https://marketplace.atlassian.com/apps/823187/release-manager-intuitive-release-management-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"69","Metadata for Jira","com.osoboo.jira-metadata-plugin","evolu software GmbH","91","36805","19","4.2105265","2026-04-09T13:20:06.872Z","2026-04-09","false","288","1680","2400","User and Project Management using Metadata. Search for specific Projects or People. Get the reporter's phone number with one click","https://marketplace.atlassian.com/apps/42075/metadata-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"70","Issue Score for Jira","biz.everit.jira.issue-score","EverIT by catworkx","91","6894","8","3.59375","2026-05-13T11:20:42.104Z","2026-02-18","false","121","1089","2420","Rate, weight and prioritize your Issues using scoring models like WSJF, RICE, ICE or custom formulas","https://marketplace.atlassian.com/apps/1220217/issue-score-for-jira?tab=overview","unknown","unknown","unknown","unknown","unknown"
"71","2FA for Jira (U2F & TOTP)","com.alphaserve.authplugin","Tempo Software","90","16046","12","4.5833335","2026-07-07T06:55:07.012Z","2026-07-07","false","1150","6325","10320","Enterprise-Grade Jira 2FA: Two-factor authentication with U2F, Google Authenticator, Microsoft Authenticator, Authy, 2STP support","https://marketplace.atlassian.com/apps/1220048/2fa-for-jira-u2f-totp?tab=overview","unknown","unknown","unknown","unknown","unknown"
"72","Workflow PowerBox - automation suite","com.coresoftlabs.jira.workflow-powerbox","Almarise","90","8757","5","5","2026-03-27T13:12:34.444Z","2026-03-27","false","90","750","1800","Reusable scripts and templates for workflow behaviours. Miscellaneous extensions & automation utils including create on transition","https://marketplace.atlassian.com/apps/1213643/workflow-powerbox-automation-suite?tab=overview","unknown","unknown","unknown","unknown","unknown"
"73","Email Digest: Management of Jira Emails Notifications","com.reliex.plugins.email-notifications-digest","Reliex","88","12048","54","4.837963","2026-07-03T12:35:06.531Z","2026-07-01","false","490","1790","2990","Replace Jira email notifications with a single Digest Email at a scheduled time to spend less time reading emails","https://marketplace.atlassian.com/apps/1217383/email-digest-management-of-jira-emails-notifications?tab=overview","unknown","unknown","unknown","unknown","unknown"
